등록번호,청구기호,서명,저자,발행자,발행년,가격
BRP000454236,400-통91-1,(과학적 상상력과 문제해결력을 높여주는) 통합과학 교과서 뛰어넘기. 1,"신영준,김호성,박창용,오현선,이세연 지음",해냄,2020,"15,500"
BRP000454237,400-통91-2,(과학적 상상력과 문제해결력을 높여주는) 통합과학 교과서 뛰어넘기. 2,"신영준,김호성,박창용,오현선,이세연 지음",해냄,2020,"15,500"
BRP000454238,400-정69ㅌ-1,(통합하고 통찰하는) 통통한 과학책. 1,정인경 지음,사계절(사계절출판사),2020,"14,500"
BRP000454239,400-정69ㅌ-2,(통합하고 통찰하는) 통통한 과학책. 2,정인경 지음,사계절(사계절출판사),2020,"15,500"
BRP000454240,410-김58ㅍ,파워풀한 수학자들 : 고대와 현대를 넘나들며 펼쳐지는 발칙한 수학 여행!,"김승태,김영인 공저",특별한서재,2020,"15,500"
BRP000454241,005.7-파233ㅍ,파이썬과 함께 하는 수학 어드벤처 : 파이썬과 프로세싱으로 수학 개념 이해하기,"피터 파렐 지음 ; 윤정미,김지연 옮김",에이콘출판,2020,"30,000"
BRP000454242,409.9-유67ㅍ,프런티어 걸들을 위한 과학자 편지 : 시대를 앞서간 여성 과학자들이 보내온 우정과 연대의 목소리,유윤한 지음,궁리,2020,"16,000"
BRP000454243,410-김66ㅅ,수학퍼즐 : 하루10분 두뇌트레이닝,김용희 지음,지브레인,2020,"9,000"
BRP000454244,509.11-한17,한국의 과학기술과 여성,"김영희,김수진,이꽃메,이순구,하정옥 지음",들녘,2019,"39,000"
BRP000454245,481.634-장77ㅎ,(암을 이기는) 한국의 산나물 : 각종 질병의 예방 및 치료에 탁월한 무공해 산나물,장준근 지음,넥서스books,2020,"15,000"
BRP000454246,481.63-장77ㅎ,(계절별로 보는) 한국의 산야초 : 사람의 손을 거치지 않은 야생의 산야초 식물도감,장준근 지음,넥서스books,2020,"20,000"
BRP000454247,485.16-이16ㄴ,(핸드북) 나무도감 : 286종 수목의 꽃·잎·열매·수피·겨울눈·수형 수록,"이광만,소경자 지음",나무와문화 연구소,2020,"28,000"
BRP000454248,513.142-가835ㅇ=2,1日 1分 체조로 혈압은 내려간다 : 세상에서 가장 간단한 혈압 강하 체조 최초 공개,가토 마사토시 지음 ; 배영진 옮김,문예춘추사,2020,"13,000"
BRP000454249,594.5-이41ㅋ-2020,(2020)코리아 베스트 레시피 : 900만 이밥차 독자가 선정한 인기요리 200,이밥차 요리연구소 지음,이밥차:그리고책,2020,"20,000"
BRP000454250,598.10212-김64ㅅ,3545 임신 출산 상식사전 : 조금 늦은 만큼 더 꼼꼼한 준비,"김영아,박현주 지음",길벗,2020,"19,800"
BRP000454251,591-케69ㅋ,KBS 생생정보 생활밀착 살림법 : 한국인이 가장 많이 보는 저녁 정보 프로그램,KBS〈2TV 생생정보〉제작팀 지음,그리고책(이밥차),2020,"13,800"
BRP000454252,573.93-유77ㅇ,abc drip : 멜리사와 원두의 드립 커피 배우기,유주연 지음 ; 김정연 만화·그림,index:인덱스 북스,2020,"10,000"
BRP000454253,513.205-전211ㄱ,"감기약의 불편한 진실 : 감기약은 증상 억제제일 뿐이며, 부작용을 불러올 수 있는 무서운 약이다",전나무숲 편저,전나무숲,2020,"8,500"
BRP000454254,512.54-고94ㄱ,갑상선 면역력을 높이는 음식치유가 답이다 : 갑상선기능저하증.갑상선결절.갑상선암.암 수술 후 식이요법,"고현아,고동석 지음",오늘도사랑해,2020,"18,000"
BRP000454255,449.743-다211ㄱ,고양이 일상 도감 : 500여 컷으로 그린 고양이의 모든 것,다나카 도요미 지음 ; 햇살과나무꾼 옮김,위즈덤하우스,2020,"18,500"
BRP000454256,598.1-심73ㄱ,공부보다 공부그릇 : '진짜공부력'은 가정에서 만들어진다,심정섭 지음,더 디퍼런스,2020,"14,500"
BRP000454257,001-서58ㄱ,공학자의 시간 여행 : 포기하지 않는 사람이 이기는 거야!,서승우 지음,특별한서재,2019,"14,000"
BRP000454258,594.5-여211ㄱ,근사한 솥밥 : 밥 하나로 꽉 찬 식탁 만들기,여나테이블 지음,쉼,2020,"15,800"
BRP000454259,598.122-더49ㄲ,꿀잠 자는 아이 : 스스로 잠자는 아이를 만드는 건강한 수면 교육법,알렉시스 더비프 지음 ; 김진주 옮김,지식너머,2020,"16,000"
BRP000454260,598.1-김67ㄴ,나는 오직 아이의 행복에만 집중한다,김윤희 지음,포르체,2020,"14,000"
BRP000454261,593.5-강91ㄴ,나도 좀 가벼워지면 소원이 없겠네 : 라인과 통증을 한번에 잡는 4주 완성 스트레칭 수업,강하나 지음,한빛라이프,2020,"13,800"
BRP000454262,598.1-후827ㄴ,나만 나쁜 엄마인가봐,후쿠다 도모카 지음 ; 하진수 옮김,엔트리:메가스터디,2020,"13,000"
BRP000454263,594.5535-장79ㄴ,내가 키운 채소로 만드는 맛있는 한 그릇 요리,장진주 지음,팜파스,2020,"15,000"
BRP000454264,598.1-코239ㄴ,너는 얼마나 자랐을까?,코리아닷컴 편집팀 구성 ; 박은영 그림,코리아닷컴,2020,"16,000"
BRP000454265,520.4-서73ㄴ,"농부의 인문학 : 흙과 작물, 사람 그리고 지구를 살리는 농부 영웅이 들려주는 자연의 지혜",서정홍 지음 ; 치달 그림,우리교육,2019,"14,000"
BRP000454266,126-블232ㄴ,뇌의식의 대화 : 인류 최고의 지성들이 말하는 뇌·의식·인간의 본질,수전 블랙모어 지음 ; 장현우 옮김,한언,2020,"20,000"
BRP000454267,517.376-김16ㄴ,늙어도 늙지 않는 법 : '나이 탓'이라 여기며 건강을 놓치고 있는 당신에게,김광일 지음,김영사,2020,"14,000"
BRP000454268,511.1813-가835ㄴ,늙지 않는 뇌 사용설명서 : 50부터 다시 시작하는 뇌 건강 프로젝트,가토 도시노리 지음 ; 태원유 옮김,이새,2020,"15,000"
BRP000454269,594.5535-야31ㄷ,"당근 양파 감자 레시피 : 당근, 양파, 감자, 딱 세 가지로 메인 요리부터 간단 밑반찬, 안주까지",야마다 히데스에 지음 ; 김윤희 옮김,니들북:대원씨아이,2020,"13,000"
BRP000454270,513.385-이53ㄷ,대장항문? : 제대로 알고 병원가자,이성근 지음,페이지원,2020,"14,500"
BRP000454271,594.5-손53ㄷ,대한민국 대표 집밥 레시피 372,손성희 지음,리스컴,2020,"15,000"
BRP000454272,594.71-리49ㅁ,마샤 스튜어트의 쿠키 퍼펙션 : 달콤한 디저트의 격을 높이는 쿠키 레시피 100＋,마샤 스튜어트 리빙 지음 ; 최경은 옮김,티나,2020,"20,000"
BRP000454273,598.4-최98ㅁ,"마음성장 놀이북 : 한 뼘 더 가까워진 우리, 서로를 더 깊이 믿고 지지하는 뭉클한 시간의 기록","최희아 글, 그림",쌤앤파커스,2020,"14,000"
BRP000454274,513.3-김69ㅁ,만성소화불량 3일 만에 탈출하기,김일곤 지음,하움출판사,2020,"15,000"
BRP000454275,530.3-스63ㅈ,(만화로 쉽게 배우는) 재료역학,"스에마스 히로시,나가시마 토시오 공저 ; 엔모 다케나와 그림 ; 김소라 옮김",BM성안당,2012,"17,000"
BRP000454276,594.677-이67ㅁ,매일 한끼 비건 집밥,이윤서 지음 ; 박재현 사진,테이스트북스,2020,"18,000"
BRP000454277,574.753-김94ㅇ,(메종올리비아)인형 케이크 디자인,김혜정 지음,더테이블,2020,"25,000"
BRP000454278,517.523-스839ㅁ,몸을 바꾸는 간헐적 단식 실천 가이드,진 스티븐스 지음 ; 황성현 옮김,과학과생명,2020,"15,000"
BRP000454279,539.92-김225ㅁ,미세먼지 제로 프로젝트 : 우리에게 남은 골든타임은 단 10년! : 25 lessons for the clean air,"김동식,반기성 공저",프리스마,2020,"22,000"
BRP000454280,594.71-타823ㅂ,(베이킹에 대한 모든 궁금증을 해결해 주는) 베이킹 마니아 레슨=Baking maniac lesson,타케다 카오루 저 ; 권효정 옮김,유나,2020,"20,000"
BRP000454281,519.74-장53ㅅ-상,"사는 동안 꼭 먹어야 할 체질음식. 상, 생선·육류·보약",장석근 지음,한국역사영토재단,2020,"30,000"
BRP000454282,519.74-장53ㅅ-하,"사는동안 꼭 먹어야 할 체질음식. 하, 과일·채소·식물",장석근 지음,한국역사영토재단,2020,"30,000"
BRP000454283,579.55-서225ㅅ,서동혜의 화장품 Z파일 : 피부과 전문의의 눈에 비친 건강한 피부를 갖기 위한 화장에 관한 모든 것,서동혜 지음,발견,2020,"13,000"
BRP000454284,519.6-최94ㅅ,"서른다섯, 내 몸부터 챙깁시다 : 한의사 최혜미의 내 몸 돌봄 수업",최혜미 글·그림,푸른숲,2019,"17,000"
BRP000454285,511-토228ㅅ,소년들을 위한 내 몸 안내서,스콧 토드넘 지음 ; 김정은 옮김,휴머니스트 출판그룹,2020,"14,000"
BRP000454286,539.93-전96ㅅ,수질환경분석,"전화택,김지훈 ; 천혜린 지음",구민사,2020,"11,000"
BRP000454287,592.27-김232ㅅ,실로 놀라운 일 : 자수배우는 만화,김래현 지음,유어마인드,2020,"13,000"
BRP000454288,539.42-이225ㅆ,쓰레기책 : 왜 지구의 절반은 쓰레기로 뒤덮이는가,이동학 지음,Odos(오도스),2020,"16,900"
BRP000454289,539.42-이225ㅆ=2,쓰레기책 : 왜 지구의 절반은 쓰레기로 뒤덮이는가,이동학 지음,Odos(오도스),2020,"16,900"
BRP000454291,517.3-한51ㅇ,"아무튼, 사는 동안 안 아프게 : 의사가 들려주는 생활속 건강관리법",한상석 지음,더블엔,2020,"16,000"
BRP000454292,517.32-아828,(건강한 척추를 위한) 아크배럴 필라테스 교과서=ARC Barrel PILATES,이미령 외 지음,예방의학사,2020,"15,000"
BRP000454293,594.53077-서62,(알기 쉬운) 서양요리=Western cuisine,"김동일,하대중,김상태,김찬우 지음",大旺社,2020,"22,000"
BRP000454294,594.538-김225ㅇ,(알기 쉬운) 이탈리아요리=Italian cuisine,"김동일,김찬우,정수근 지음",大旺社,2020,"22,000"
BRP000454295,598.48-이73ㅇ,(평생 독서습관을 만드는 똑똑한 육아를 위한) 열 살 엄마 육아 수업 : 태어나서부터 딱 10년이 아이의 독서 인생을 결정한다!,이정림 지음,미다스북스,2020,"15,000"
BRP000454296,517.544-미62ㅇ,영양제 처방을 말하다 : 이것저것 아무거나 먹으면 안 되는 이유!,미야자와 겐지 지음 ; 김민정 옮김,청홍(지상사),2020,"14,000"
BRP000454297,521.7-후211ㅇ,(우리가 몰랐던) 유전자 조작 식품의 비밀,후나세 슌스케 지음 ; 고선윤 옮김,중앙생활사,2020,"15,000"
BRP000454298,521.7-후211ㅇ=2,(우리가 몰랐던) 유전자 조작 식품의 비밀,후나세 슌스케 지음 ; 고선윤 옮김,중앙생활사,2020,"15,000"
BRP000454299,510-정57ㅇ,의사의 듣기와 말하기 : 환자에게 신뢰받는 의사 되기,"정숙향,임소라 지음",청년의사,2020,"18,000"
BRP000454300,598.1-김225ㅇ,이번 생 육아는 처음입니다만 : 육아가 두려운 아빠를 위한 마인드 개선 프로젝트,"김도사,최경일 지음",미다스북스,2020,"15,000"
BRP000454301,594.5-이838ㅇ,이특의 특별한 식사 : 간편하고 쉽게 만드는 이특표 특별 레시피,이특 지음,그리고책,2020,"14,800"
BRP000454302,592.27-장94ㅈ,작고 귀여운 펠트 브로치 : 바느질이 처음이어도,장혜미 지음 ; 서평화 그림,휴머니스트출판그룹,2020,"14,000"
BRP000454303,525.4-김69ㅈ,작은 텃밭 소박한 식탁 : 누구든 오늘부터 시작할수 있는 텃밭 라이프,김인혜 지음,레시피팩토리,2020,"19,800"
BRP000454304,598.2-유73ㅈ,"잘 먹이는 엄마 잘 먹는 아이 : 첫 수유, 첫 이유식, 첫 밥, 첫 간식",유정순 지음,유노라이프,2020,"17,000"
BRP000454305,525.7-요59ㅇ,(처음 만나는) 에어플랜트,요시하루 카시마 지음 ; 원정선 옮김,북커스:음악세계,2020,"11,000"
BRP000454306,592.27-김53ㅊ=2,첫 번째 뜨개 가방 : 사는 것보다 예쁜 코바늘 손뜨개 니트백,김성미 지음,책밥,2019,"17,800"
BRP000454307,512.54-마63ㅊ-2,"(항암 치료의 전문가가 전수하는) 최강의 야채수프. 2, 실천편","마에다 히로시,후루사와 야스코 지음 ; 정지영 옮김",문예춘추사,2020,"13,000"
BRP000454308,668-조223ㅋ,크리스 조던=Chris Jordan : 아름다움의 눈을 통해 절망의 바다 그 너머로,[크리스 조던 지음] ; 인디고 서원 엮음,인디고 서원,2019,"18,000"
BRP000454309,513.857-색58ㅍ3,편두통,올리버 색스 지음 ; 강창래 옮김,alma(알마),2020,"22,000"
BRP000454310,593.5-후821ㅍ,포동포동 요가 : 하루에 딱 3가지! : 현실 몸뚱이를 위한 진짜 쉬운 요가,후카보리 마유미 지음 ; 김혜영 옮김,세개의소원,2020,"11,800"
BRP000454311,331.236-오839ㅍ,품위 있게 나이 드는 법 : 일상에 유쾌하고 소소한 행복을 선사하는 32가지 노년의 지혜,버나드 오티스 지음 ; 박선령 옮김,검둥소:우리교육,2020,"16,000"
BRP000454312,594.5-와821ㅍ,"프라이팬 라구 : 밥, 파스타와 잘 어울리는 원 플레이트 디시",와카야마 요코 지음 ; 김진아 옮김,북핀,2020,"13,000"
BRP000454313,594.71-와821ㅍ,"프라이팬 쿠키, 타르트, 케이크",와카야마 요코 지음 ; 용동희 옮김,수작걸다,2020,"14,000"
BRP000454314,512.57-다823ㅎ,하루 3분 기적의 지압 마사지,다케노우치 미쓰시 지음 ; 김하경 옮김,중앙생활사,2020,"18,000"
BRP000454315,155.7-이832ㅎ,하타 요가=Hatha yoga,이태영 지음,여래,2020,"10,000"
BRP000454316,519-매69ㅎ,한의사가 답하다 : 누구도 해결해주지 못했던 일상 속 질환에 관한 모든 것,매일경제TV <건강한의사> 지음,매일경제신문사:매경출판,2020,"16,000"
BRP000454317,182.3-이835ㅎ,행운신이 찾아오는 집 가난신이 숨어드는 집 : 다시는 불행해지지 않는 정리의 심리학,이토 유지 지음 ; 홍미화 옮김,Willstyle(윌스타일),2020,"13,000"
BRP000454318,539.7-조72ㅎ,(21세기 도시를 위한) 현대 도시계획론=A theory on modern urban planning for the 21st century,조재성 지음,한울아카데미:한울엠플러스,2020,"29,000"
BRP000454319,511.4-노11ㅎ,혈관·내장 구조 교과서 : 아픈 부위를 해부학적으로 알고 싶을 때 찾아보는 혈관·내장 의학 도감,"노가미 하루오,야마모토 나오마사,야마구치 슌페이 공저 ; 장은정 옮김",보누스,2020,"17,800"
BRP000454320,593.2-카78ㅎ,화장은 순간이지만 내 피부는 평생이니깐,카즈노스케 지음 ; 이영란 옮김,성안당,2020,"15,000"
BRP000454321,539.9-신94ㅎ,환경과학총론,"신현국,강미아 공저",리즈앤북,2020,"25,000"
BRP000454322,539.98-보838ㅎ,환경을 해치는 25가지 미신 : 환경을 보호하지 못하는 환경주의자들의 어떤 믿음,대니얼 B. 보트킨 지음 ; 박경선 옮김,개마고원,2020,"30,000"
BRP000454323,606-오48ㅎ,한스 울리히 오브리스트의 큐레이터 되기,"한스 울리히 오브리스트,아사드 라자 지음 ; 양지윤 옮김",아트북프레스,2020,"17,000"
BRP000454324,810.907-남47ㄱ,"감각의 갱신, 화장하는 인민 : 김정은 시대와 북한 문학예술의 지향",남북문학예술연구회 지음,살림터,2020,"19,000"
BRP000454325,681.2068-이58ㄱ,극장에 대하여=About theatre : 모든 극장은 특별하다,이승엽 지음,마인드빌딩,2020,"23,000"
BRP000454326,592.27-애848ㄴ,"나만의 북유럽 자수 : 쉽다, 소박하다, 따뜻하다",Applemints 지음 ; 이은정 옮김,북스토리life(북스토리라이프),2020,"15,000"
BRP000454327,670.4-이94ㄴ,나혼자 음악회 : 가볍고 편하게 시작하는 교양 클래식,이현모 지음,다울림,2019,"16,000"
BRP000454328,512.5153-임75ㅇ,(놀라운) 음악치료의 세계=The world of music therapy,임종환 저,예영B&P,2020,"13,000"
BRP000454329,658-윤53ㅅ,(디자인 균형의 원리) 시각적 복잡성=Visual complexity : 시각디자인에서 도시경관까지,윤성원 지음,미세움,2020,"10,000"
BRP000454330,680.99-김79ㅁ,마리나의 눈,김지연 지음,그레파이트온핑크,2020,"17,000"
BRP000454331,594.392-김76ㅁ,문화를 음미하다 : 김좌년의 와인 오디세이,김좌년 지음,초이스북,2020,"18,000"
BRP000454332,653.1-아59ㅂ,"밖에서 본 아시아, 美",아시아 미 탐험대 지음,서해문집,2020,"18,000"
BRP000454333,670.99-최68ㅂ,베토벤 : 절망의 심연에서 불러낸 환희의 선율,최은규 지음,Arte(북이십일 아르테),2020,"18,800"
BRP000454334,592.21-에227ㅅ,"(프로 취미러, 프로 사부작러를 위한) 사부작 사부작 에뚜알의 핸드메이드",에뚜알(이셋별) 지음,영진닷컴,2020,"13,000"
BRP000454335,694.3-안73ㅅ,서울을 달리는 100가지 방법 : 100명의 러너가 추천하는 서울 러닝 코스 100,"안정은,최진성 지음",디스커버리미디어,2020,"16,500"
BRP000454336,670.99-월239ㅅ=2,소리 잃은 음악 : 베토벤과 바버라 이야기,로빈 월리스 지음 ; 홍한결 옮김,마티,2020,"20,000"
BRP000454337,662.4-켈49ㅍ,(스콧 켈비의) 풍경사진 찍는 방법,스콧 켈비 지음 ; 홍성희 옮김,정보문화사,2020,"17,000"
BRP000454338,650-콜849ㅁ,(아이와 함께 하는) 미술 실험실,스테파니 콜피 저 ; 박수영 역,씨아이알,2020,"16,000"
